filepath,filename,label
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.2553.jpg,cat.2553.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.9923.jpg,cat.9923.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.3452.jpg,cat.3452.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.1506.jpg,cat.1506.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.4072.jpg,cat.4072.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.4587.jpg,cat.4587.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.6174.jpg,cat.6174.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.11175.jpg,cat.11175.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.4792.jpg,cat.4792.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.659.jpg,cat.659.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.3273.jpg,cat.3273.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.3023.jpg,cat.3023.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.6136.jpg,cat.6136.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.11118.jpg,cat.11118.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.10735.jpg,cat.10735.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.4710.jpg,cat.4710.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.5144.jpg,cat.5144.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.10235.jpg,cat.10235.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.7271.jpg,cat.7271.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.11129.jpg,cat.11129.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.10276.jpg,cat.10276.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.10642.jpg,cat.10642.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.12472.jpg,cat.12472.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.11091.jpg,cat.11091.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.12013.jpg,cat.12013.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.6223.jpg,cat.6223.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.5693.jpg,cat.5693.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.11745.jpg,cat.11745.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.6015.jpg,cat.6015.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.37.jpg,cat.37.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.8014.jpg,cat.8014.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.2617.jpg,cat.2617.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.3107.jpg,cat.3107.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.2602.jpg,cat.2602.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.7207.jpg,cat.7207.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.9047.jpg,cat.9047.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.7856.jpg,cat.7856.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.8001.jpg,cat.8001.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.2088.jpg,cat.2088.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.6002.jpg,cat.6002.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.11791.jpg,cat.11791.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.11386.jpg,cat.11386.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.5471.jpg,cat.5471.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.1825.jpg,cat.1825.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.4651.jpg,cat.4651.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.1942.jpg,cat.1942.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.12113.jpg,cat.12113.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.4713.jpg,cat.4713.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.8733.jpg,cat.8733.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.4267.jpg,cat.4267.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.9919.jpg,cat.9919.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.6902.jpg,cat.6902.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.9926.jpg,cat.9926.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.116.jpg,cat.116.jpg,cats
/home/vscode/.cache/kagglehub/datasets/salader/dogs-vs-cats/versions/1/train/cats/cat.2763.jpg,cat.2763.jpg,cats
